precision,recall,f1,roc_auc,pr_auc,fp_per_day,actor_precision,actor_recall,actor_f1,ttd_mean_hours,ttd_median_hours,actors_detected,ttd_hours,method
0.004181013280865716,0.7413793103448276,0.008315133315133316,0.6902032548976018,0.007121999792555888,347.5189620758483,0.08845208845208845,1.0,0.16252821670428894,4.0,0.0,6,0.0,CERT-LSC
0.010882623136174122,0.15618661257606492,0.020347492898196474,0.7958575314736668,0.010708217188518908,27.93812375249501,0.22983870967741934,0.7916666666666666,0.35625,587.3684210526316,720.0,19,720.0,CERT-EG-SIEM without email
0.0921409214092141,0.10344827586206896,0.09746774964166269,0.5686147052340607,0.05968186378265837,2.0059880239520957,0.1875,0.5,0.2727272727272727,384.0,168.0,25,168.0,CERT-EG-SIEM email only
0.012987012987012988,0.13184584178498987,0.02364496180429247,0.8001180015078551,0.014672732981323312,19.72055888223553,0.21245421245421245,0.8055555555555556,0.33623188405797105,237.6,132.0,20,132.0,CERT-EG-SIEM without ToM-like evidence
0.012726761355646182,0.18356997971602435,0.02380326144134666,0.7942865693701242,0.011738120771924553,28.025948103792416,0.21875,0.7777777777777778,0.34146341463414637,414.3157894736842,384.0,19,384.0,CERT-EG-SIEM full
